datetime,ppm,temp,rh,ppm_std,ppm_kurt,temp_std,temp_kurt,rh_std,rh_kurt,class
2021-11-08 08:00:00,293.96,27.18,69.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2021-11-08 08:00:30,414.38,27.17,69.63,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2021-11-08 08:01:00,374.265,27.14,70.39,56.73117705459672,0.0,0.0,0.0,0.24041630560342858,0.0,3.0
2021-11-08 08:01:30,428.68,27.12,70.14,56.73117705459672,0.0,0.0,0.0,0.24041630560342858,0.0,3.0
2021-11-08 08:02:00,356.68,27.12,70.44,56.73117705459672,0.0,0.0,0.0,0.24041630560342858,0.0,3.0
2021-11-08 08:02:30,417.91999999999996,27.105,70.035,5.006316010800725,0.0,0.02121320343559723,0.0,0.0494974746830535,0.0,3.0
2021-11-08 08:03:00,421.46,27.09,69.98,5.006316010800725,0.0,0.02121320343559723,0.0,0.0494974746830535,0.0,3.0
2021-11-08 08:03:30,421.46,27.09,70.01,5.006316010800725,0.0,0.02121320343559723,0.0,0.0494974746830535,0.0,3.0
2021-11-08 08:04:00,389.07,27.095,70.33000000000001,45.80637728526453,0.0,0.007071067811865324,0.0,0.21213203435596728,0.0,3.0
2021-11-08 08:04:30,443.58,27.09,70.38,45.80637728526453,0.0,0.007071067811865324,0.0,0.21213203435596728,0.0,3.0
2021-11-08 08:05:00,362.6,27.1,70.41,45.80637728526453,0.0,0.007071067811865324,0.0,0.21213203435596728,0.0,3.0
2021-11-08 08:05:30,396.365,27.1,70.365,56.123065222776276,0.0,0.0,0.0,0.06363961030679169,0.0,3.0
2021-11-08 08:06:00,443.58,27.12,70.45,56.123065222776276,0.0,0.0,0.0,0.06363961030679169,0.0,3.0
2021-11-08 08:06:30,362.6,27.11,70.41,56.123065222776276,0.0,0.0,0.0,0.06363961030679169,0.0,3.0
2021-11-08 08:07:00,436.05,27.105,70.34,0.0,0.0,0.0070710678118640685,0.0,0.11313708498984519,0.0,3.0
2021-11-08 08:07:30,428.68,27.1,70.63,0.0,0.0,0.0070710678118640685,0.0,0.11313708498984519,0.0,3.0
2021-11-08 08:08:00,421.46,27.1,70.46,0.0,0.0,0.0070710678118640685,0.0,0.11313708498984519,0.0,3.0
2021-11-08 08:08:30,410.85,27.09,70.685,68.23580438450183,0.0,0.0,0.0,0.1767766952966369,0.0,3.0
2021-11-08 08:09:00,443.58,27.1,70.61,68.23580438450183,0.0,0.0,0.0,0.1767766952966369,0.0,3.0
2021-11-08 08:09:30,362.6,27.1,70.68,68.23580438450183,0.0,0.0,0.0,0.1767766952966369,0.0,3.0
2021-11-08 08:10:00,439.815,27.1,70.645,5.324514062334684,0.0,0.0,0.0,0.02121320343559723,0.0,3.0
2021-11-08 08:10:30,443.58,27.1,70.87,5.324514062334684,0.0,0.0,0.0,0.02121320343559723,0.0,3.0
2021-11-08 08:11:00,428.68,27.11,70.77,5.324514062334684,0.0,0.0,0.0,0.02121320343559723,0.0,3.0
2021-11-08 08:11:30,428.68,27.11,70.79,5.324514062334684,0.0,0.0,0.0,0.02121320343559723,0.0,3.0
2021-11-08 08:12:00,403.09000000000003,27.11,70.69999999999999,57.26150714048657,0.0,0.0,0.0,0.014142135623733162,0.0,3.0
2021-11-08 08:12:30,436.05,27.1,70.81,57.26150714048657,0.0,0.0,0.0,0.014142135623733162,0.0,3.0
2021-11-08 08:13:00,443.58,27.11,71.05,57.26150714048657,0.0,0.0,0.0,0.014142135623733162,0.0,3.0
2021-11-08 08:13:30,451.34000000000003,27.115000000000002,71.145,10.974297244015265,0.0,0.007071067811865324,0.0,0.09192388155424797,0.0,3.0
2021-11-08 08:14:00,443.58,27.12,70.96,10.974297244015265,0.0,0.007071067811865324,0.0,0.09192388155424797,0.0,3.0
2021-11-08 08:14:30,443.58,27.12,70.92,10.974297244015265,0.0,0.007071067811865324,0.0,0.09192388155424797,0.0,3.0
2021-11-08 08:15:00,416.94,27.115000000000002,71.07,59.62324378964972,0.0,0.007071067811867836,0.0,0.04242640687118943,0.0,3.0
2021-11-08 08:15:30,451.26,27.12,71.11,59.62324378964972,0.0,0.007071067811867836,0.0,0.04242640687118943,0.0,3.0
2021-11-08 08:16:00,407.44,27.13,70.88,59.62324378964972,0.0,0.007071067811867836,0.0,0.04242640687118943,0.0,3.0
