388.539,27.751,66.966,12.043,4.968,0.029,-1.39,0.166,1.838,3.0
378.612,27.876,66.523,23.281,-0.113,0.036,-0.522,0.224,-1.332,3.0
379.705,27.975,66.403,21.939,0.009,0.026,-1.179,0.085,-1.661,3.0
358.922,28.015,65.8,19.626,0.029,0.018,-1.561,0.122,0.743,3.0
356.499,28.142,65.894,17.686,0.359,0.051,-1.341,0.074,-0.213,3.0
352.739,28.248,65.521,20.002,3.506,0.03,-1.403,0.12,3.599,3.0
342.819,28.325,65.459,21.497,-1.252,0.097,-1.958,0.488,-1.109,3.0
334.896,28.352,65.152,16.263,3.093,0.031,-1.189,0.091,3.309,3.0
331.167,28.372,65.274,22.04,-1.31,0.025,-1.44,0.05,-0.19,3.0
325.356,28.426,65.105,25.546,-1.13,0.015,-1.791,0.09,-1.496,3.0
321.076,28.474,65.036,24.736,-2.736,0.026,-0.47,0.068,1.886,3.0
303.11,28.518,64.986,1.613,-1.414,0.176,-2.177,0.36,1.725,3.0
308.2,28.03,64.904,1.55,0.151,0.814,-2.847,0.077,1.872,3.0
386.507,28.782,64.925,34.323,0.275,0.035,-1.745,0.054,1.937,3.0
394.198,28.894,64.882,27.935,-0.051,0.035,-1.426,0.073,-1.025,3.0
383.714,29.009,64.545,29.707,-2.257,0.028,-1.074,0.201,-1.193,3.0
398.908,29.065,64.515,26.202,-1.244,0.013,-0.489,0.076,-0.983,3.0
407.465,29.165,64.631,24.403,0.023,0.036,-0.537,0.063,-0.26,3.0
406.797,29.273,64.466,20.109,3.172,0.03,-1.07,0.055,-1.001,3.0
378.378,29.383,64.352,24.744,2.668,0.035,-1.421,0.363,2.704,3.0
362.744,29.392,63.602,32.414,-2.263,0.014,-0.434,0.068,1.007,3.0
368.771,29.466,63.62,26.402,1.73,0.027,-1.661,0.089,-0.984,3.0
406.461,27.081,69.931,32.772,-0.295,0.063,-2.051,0.333,-1.743,1.0
433.511,26.911,70.734,19.676,2.568,0.031,-0.954,0.15,0.836,1.0
441.558,26.784,71.37,23.554,3.161,0.041,0.06,0.151,0.812,1.0
444.748,26.788,71.654,21.034,3.234,0.023,-0.165,0.089,-1.714,1.0
449.132,26.925,71.483,21.862,2.989,0.047,0.228,0.115,-1.194,1.0
446.411,26.887,71.525,24.465,1.276,0.032,-1.429,0.069,0.63,1.0
446.411,26.887,71.525,24.465,1.276,0.032,-1.429,0.069,0.63,1.0
446.411,26.887,71.525,24.465,1.276,0.032,-1.429,0.069,0.63,1.0
401.163,26.905,71.883,16.78,1.408,0.062,-1.342,0.2,0.471,2.0
404.978,27.078,71.285,38.823,0.123,0.042,-0.386,0.131,0.537,2.0
414.293,27.181,71.23,22.179,1.425,0.043,1.49,0.037,-1.467,2.0
410.766,27.29,70.54,53.553,-2.643,0.126,-2.976,0.085,4.228,2.0
428.463,27.429,70.446,42.089,-0.189,0.014,1.802,0.14,-1.437,3.0
439.139,27.468,70.235,32.538,-1.182,0.014,-0.916,0.117,0.5,3.0
452.556,27.569,70.128,20.273,4.012,0.048,-1.25,0.089,-1.295,3.0
458.972,27.567,70.057,17.213,2.265,0.039,-1.428,0.058,-0.277,3.0
462.385,27.61,69.782,22.861,0.346,0.021,-0.291,0.218,-0.356,3.0
452.979,27.604,69.515,21.648,-0.07,0.028,-1.139,0.102,-0.393,3.0
452.837,27.649,69.639,16.178,2.996,0.028,-1.008,0.1,-0.017,3.0
448.042,27.705,69.445,24.211,0.408,0.018,-0.703,0.09,1.165,3.0
441.203,27.808,69.322,27.841,-1.429,0.035,-1.152,0.063,-1.309,3.0
349.022,27.868,68.984,15.542,0.053,0.016,1.134,0.101,-0.403,3.0
378.329,27.905,69.18,43.257,-1.872,0.005,-2.571,0.125,-1.194,3.0
441.749,27.926,69.093,19.039,10.227,0.019,-1.433,0.073,-0.093,3.0
440.704,27.869,69.015,26.861,0.014,0.044,-0.331,0.103,0.913,3.0
459.198,27.879,69.016,18.535,10.789,0.023,-1.01,0.153,1.443,3.0
457.403,27.905,68.737,16.773,10.573,0.025,-0.894,0.203,5.095,3.0
453.18,27.924,68.396,14.733,2.465,0.029,-0.703,0.186,-1.373,3.0
404.136,28.047,68.327,23.308,-2.056,0.025,1.561,0.202,-0.15,2.0
399.979,28.106,68.091,20.72,0.328,0.023,-0.921,0.12,-0.224,2.0
400.349,28.138,67.672,7.72,-0.492,0.053,-1.765,0.104,0.483,2.0
412.537,28.224,67.371,5.245,-0.328,0.008,0.517,0.115,-0.247,2.0
407.523,28.269,67.577,19.303,0.109,0.035,-1.915,0.102,-0.923,2.0
403.848,28.292,67.733,25.326,0.747,0.018,-0.948,0.126,-1.28,2.0
390.846,28.337,67.529,20.714,2.856,0.06,-0.818,0.139,-1.122,2.0
406.19,28.424,67.463,20.785,5.086,0.013,4.946,0.112,0.329,2.0
412.322,28.455,67.374,4.303,-0.786,0.022,-1.604,0.093,0.704,2.0
399.852,28.497,67.329,20.199,0.07,0.014,-1.076,0.084,-0.077,2.0
388.355,28.476,67.742,22.947,-2.145,0.023,-1.087,0.169,-1.239,2.0
391.164,28.495,67.529,20.233,0.152,0.026,-1.091,0.156,-1.003,2.0
395.548,28.501,67.686,12.107,11.272,0.018,-1.556,0.097,-0.734,2.0
373.769,28.551,67.378,15.543,-1.411,0.019,3.065,0.243,1.477,1.0
352.342,28.669,66.758,19.258,-0.538,0.039,-1.245,0.223,-0.571,1.0
364.815,28.69,66.247,41.103,7.91,0.013,1.605,0.211,0.358,1.0
362.304,28.72,66.361,21.82,-0.742,0.019,-1.508,0.242,0.14,2.0
444.534,28.651,65.794,60.515,-1.486,0.023,-0.939,0.08,2.476,2.0
400.106,28.647,66.069,24.527,-1.105,0.012,-0.695,0.136,-0.008,1.0
384.702,28.682,66.138,18.395,3.9,0.027,-0.42,0.098,-0.726,1.0
367.245,28.735,66.015,29.366,3.9,0.007,-0.42,0.021,-0.726,1.0
381.503,27.053,72.522,25.168,0.945,0.01,1.702,0.048,-1.123,1.0
389.142,27.045,72.755,20.216,2.227,0.016,-1.481,0.087,-1.363,1.0
371.935,27.034,73.074,23.644,0.009,0.021,-1.226,0.15,-0.316,1.0
368.99,27.098,73.216,20.659,2.244,0.044,5.805,0.106,-0.743,1.0
374.907,27.19,73.134,18.825,0.441,0.013,1.263,0.058,0.074,1.0
368.77,27.18,73.02,18.825,0.441,0.013,1.263,0.058,0.074,1.0
370.764,25.831,71.198,24.66,0.756,0.067,-0.724,0.421,-1.007,1.0
345.726,25.731,71.918,11.689,8.593,0.014,-1.288,0.137,-0.764,1.0
338.342,25.724,72.266,10.173,8.952,0.007,-0.332,0.168,0.723,1.0
346.062,25.731,72.456,11.757,11.466,0.021,1.687,0.16,0.176,1.0
294.358,25.685,72.976,40.544,-0.807,0.015,-0.934,0.091,-0.971,1.0
354.281,25.774,72.818,59.027,-1.384,0.041,-1.822,0.083,-1.398,1.0
384.332,25.78,72.853,22.221,0.501,0.014,-1.056,0.076,-0.371,1.0
365.505,25.746,73.23,16.383,-0.133,0.022,-1.481,0.164,4.372,1.0
410.465,25.834,73.224,32.576,-1.157,0.018,-0.017,0.036,0.625,1.0
373.355,25.902,73.071,29.06,1.016,0.024,-1.387,0.066,-0.575,1.0
375.07,25.939,73.087,29.242,1.815,0.019,2.03,0.06,2.438,1.0
412.577,26.062,72.889,26.154,-1.118,0.039,-0.6,0.146,-1.392,2.0
430.53,26.157,72.663,18.079,3.038,0.042,-1.564,0.057,2.839,2.0
441.085,26.22,72.55,15.493,3.038,0.0,-1.564,0.099,2.839,2.0
394.678,25.732,65.73,23.119,-1.546,0.018,0.313,0.103,-2.641,1.0
410.52,25.836,65.891,19.641,-2.222,0.074,-1.647,0.136,-1.628,2.0
422.728,26.041,65.529,21.172,-1.71,0.047,2.059,0.129,-1.513,1.0
428.132,26.027,65.59,16.062,2.229,0.029,0.635,0.079,-1.373,1.0
445.572,26.168,65.502,18.056,7.544,0.033,3.836,0.051,2.13,2.0
446.366,26.322,65.559,25.711,-0.104,0.041,-1.148,0.101,-1.171,3.0
440.797,26.441,65.556,20.136,0.171,0.041,-1.164,0.064,0.387,2.0
443.255,26.509,65.587,18.571,2.022,0.027,-0.329,0.128,0.027,3.0
453.555,26.62,65.784,75.566,4.159,0.081,-1.368,0.337,-0.985,3.0
463.555,26.804,65.135,31.632,-1.83,0.028,-1.109,0.273,-1.205,3.0
503.246,26.921,64.932,26.862,-1.468,0.041,-0.996,0.088,-0.866,3.0
531.188,27.076,64.88,13.502,11.758,0.039,-0.557,0.194,-0.334,3.0
513.997,27.159,64.409,22.947,-1.124,0.026,-0.895,0.094,3.673,3.0
486.187,27.245,64.082,44.199,-0.556,0.031,-0.505,0.167,2.786,3.0
441.229,27.295,64.18,33.417,3.593,0.013,-0.539,0.205,0.771,3.0
416.678,27.357,64.105,20.869,-1.42,0.021,0.586,0.093,0.575,3.0
414.38,27.17,69.63,0.0,0.0,0.0,0.0,0.0,0.0,3.0
392.403,27.133,70.307,50.953,0.0,0.012,0.0,0.223,0.0,3.0
397.507,27.11,70.17,35.534,0.0,0.017,0.0,0.236,0.0,3.0
421.46,27.09,69.995,0.0,0.0,0.0,0.0,0.021,0.0,3.0
407.24,27.093,70.347,45.161,0.0,0.006,0.0,0.153,0.0,3.0
385.11,27.1,70.38,44.215,0.0,0.0,0.0,0.052,0.0,3.0
403.09,27.115,70.43,57.262,0.0,0.007,0.0,0.028,0.0,3.0
433.593,27.103,70.437,4.255,0.0,0.006,0.0,0.186,0.0,3.0
414.387,27.093,70.61,48.637,0.0,0.006,0.0,0.18,0.0,3.0
403.09,27.1,70.645,57.262,0.0,0.0,0.0,0.049,0.0,3.0
441.07,27.1,70.72,4.347,0.0,0.0,0.0,0.131,0.0,3.0
428.68,27.11,70.78,0.0,0.0,0.0,0.0,0.014,0.0,3.0
414.077,27.107,70.737,44.739,0.0,0.006,0.0,0.064,0.0,3.0
448.753,27.113,71.113,8.96,0.0,0.006,0.0,0.085,0.0,3.0
443.58,27.12,70.94,0.0,0.0,0.0,0.0,0.028,0.0,3.0
428.38,27.117,71.083,46.584,0.0,0.006,0.0,0.038,0.0,3.0
434.093,27.137,71.02,23.4,0.0,0.006,0.0,0.14,0.0,3.0
392.03,27.14,70.89,41.62,0.0,0.0,0.0,0.028,0.0,3.0
441.173,27.15,71.063,11.481,0.0,0.0,0.0,0.259,0.0,3.0
446.14,27.163,71.077,4.434,0.0,0.006,0.0,0.049,0.0,3.0
451.26,27.145,71.565,0.0,0.0,0.007,0.0,0.007,0.0,3.0
400.273,27.153,71.417,44.156,0.0,0.015,0.0,0.074,0.0,3.0
451.26,27.18,71.48,0.0,0.0,0.0,0.0,0.0,0.0,3.0
391.11,27.18,71.295,23.094,0.0,0.0,0.0,0.007,0.0,3.0
400.957,27.19,71.46,17.585,0.0,0.026,0.0,0.16,0.0,3.0
389.46,27.223,71.267,43.163,0.0,0.006,0.0,0.046,0.0,3.0
417.92,27.215,71.335,5.006,0.0,0.007,0.0,0.134,0.0,3.0
362.757,27.223,71.3,11.946,0.0,0.006,0.0,0.036,0.0,3.0
362.6,27.215,71.535,0.0,0.0,0.007,0.0,0.12,0.0,3.0
376.87,27.223,72.027,3.62,0.0,0.021,0.0,0.18,0.0,3.0
387.45,27.257,71.677,0.0,0.0,0.006,0.0,0.12,0.0,3.0
363.535,27.26,71.705,33.821,0.0,0.014,0.0,0.205,0.0,3.0
368.07,27.267,71.54,36.402,0.0,0.006,0.0,0.06,0.0,3.0
378.35,27.257,71.617,37.453,0.0,0.006,0.0,0.031,0.0,3.0
384.25,27.245,71.615,4.525,0.0,0.007,0.0,0.021,0.0,3.0
400.777,27.27,71.623,11.541,0.0,0.0,0.0,0.042,0.0,3.0
414.38,27.27,71.607,0.0,0.0,0.0,0.0,0.006,0.0,3.0
399.325,27.29,71.765,51.937,0.0,0.014,0.0,0.219,0.0,3.0
370.377,27.3,71.857,40.676,0.0,0.01,0.0,0.202,0.0,3.0
446.19,27.313,71.64,8.781,0.0,0.006,0.0,0.078,0.0,3.0
459.1,27.315,71.65,0.0,0.0,0.007,0.0,0.085,0.0,3.0
415.66,27.32,71.76,75.24,0.0,0.0,0.0,0.104,0.0,3.0
373.543,27.327,71.65,27.746,0.0,0.006,0.0,0.147,0.0,3.0
414.38,27.34,71.715,0.0,0.0,0.0,0.0,0.106,0.0,3.0
405.45,27.343,71.67,17.092,0.0,0.006,0.0,0.06,0.0,3.0
410.91,27.365,71.735,4.907,0.0,0.007,0.0,0.12,0.0,3.0
414.38,27.373,71.67,0.0,0.0,0.006,0.0,0.148,0.0,3.0
419.1,27.393,71.613,4.088,0.0,0.006,0.0,0.051,0.0,3.0
351.78,27.4,71.49,32.527,0.0,0.0,0.0,0.014,0.0,3.0
391.85,27.41,71.647,7.621,0.0,0.01,0.0,0.081,0.0,3.0
404.045,27.435,71.735,4.801,0.0,0.007,0.0,0.049,0.0,3.0
407.44,27.45,71.68,0.0,0.0,0.014,0.0,0.085,0.0,3.0
384.883,27.47,71.76,39.796,0.0,0.01,0.0,0.078,0.0,3.0
414.38,27.48,71.585,0.0,0.0,0.0,0.0,0.049,0.0,3.0
365.947,27.487,71.73,35.934,0.0,0.006,0.0,0.135,0.0,3.0
378.12,27.46,71.497,34.711,0.0,0.01,0.0,0.115,0.0,3.0
336.72,27.47,71.6,53.825,0.0,0.0,0.0,0.113,0.0,3.0
330.97,27.477,71.79,42.757,0.0,0.006,0.0,0.182,0.0,3.0
367.55,27.473,71.76,29.102,0.0,0.006,0.0,0.061,0.0,3.0
387.45,27.485,71.755,0.0,0.0,0.007,0.0,0.007,0.0,3.0
354.527,27.5,71.69,40.034,0.0,0.01,0.0,0.026,0.0,3.0
391.85,27.493,71.667,7.621,0.0,0.015,0.0,0.015,0.0,3.0
357.88,27.48,71.8,70.088,0.0,0.0,0.0,0.014,0.0,3.0
295.79,27.517,71.723,14.184,0.0,0.015,0.0,0.035,0.0,3.0
295.703,27.543,71.707,11.842,0.0,0.006,0.0,0.057,0.0,3.0
273.16,27.54,71.57,36.062,0.0,0.0,0.0,0.014,0.0,3.0
290.157,27.543,71.487,40.068,0.0,0.012,0.0,0.067,0.0,3.0
302.95,27.567,71.507,28.892,0.0,0.006,0.0,0.095,0.0,3.0
285.87,27.56,71.345,31.749,0.0,0.014,0.0,0.064,0.0,3.0
323.617,27.563,71.383,8.943,0.0,0.006,0.0,0.012,0.0,3.0
306.693,27.583,71.333,2.817,0.0,0.006,0.0,0.04,0.0,3.0
292.09,27.59,71.305,51.887,0.0,0.0,0.0,0.007,0.0,3.0
287.983,27.597,71.273,35.576,0.0,0.006,0.0,0.015,0.0,3.0
328.78,27.63,71.31,0.0,0.0,0.014,0.0,0.028,0.0,3.0
321.96,27.643,71.203,11.813,0.0,0.015,0.0,0.006,0.0,3.0
305.1,27.67,71.22,5.577,0.0,0.01,0.0,0.07,0.0,3.0
281.86,27.68,71.105,37.42,0.0,0.0,0.0,0.064,0.0,3.0
297.5,27.693,71.32,37.868,0.0,0.012,0.0,0.044,0.0,3.0
294.075,27.71,71.255,49.08,0.0,0.014,0.0,0.007,0.0,3.0
330.57,27.737,71.3,3.1,0.0,0.012,0.0,0.035,0.0,3.0
289.773,27.76,71.29,38.656,0.0,0.01,0.0,0.026,0.0,3.0
339.62,27.78,71.33,0.0,0.0,0.014,0.0,0.0,0.0,3.0
321.357,27.8,71.367,31.633,0.0,0.01,0.0,0.11,0.0,3.0
324.723,27.81,71.223,30.761,0.0,0.01,0.0,0.025,0.0,3.0
348.045,27.81,71.28,4.023,0.0,0.0,0.0,0.042,0.0,3.0
328.48,27.83,71.227,34.007,0.0,0.01,0.0,0.012,0.0,3.0
323.217,27.86,71.163,33.361,0.0,0.01,0.0,0.031,0.0,3.0
315.015,27.87,71.085,42.688,0.0,0.0,0.0,0.021,0.0,3.0
307.967,27.897,71.123,32.245,0.0,0.006,0.0,0.071,0.0,3.0
330.377,27.913,71.1,35.53,0.0,0.012,0.0,0.04,0.0,3.0
356.68,27.95,71.225,0.0,0.0,0.028,0.0,0.106,0.0,2.0
326.973,27.98,71.117,36.608,0.0,0.01,0.0,0.09,0.0,2.0
332.307,28.0,71.07,37.314,0.0,0.01,0.0,0.03,0.0,2.0
323.015,28.025,71.1,47.609,0.0,0.007,0.0,0.057,0.0,2.0
303.145,28.04,71.06,67.522,0.0,0.0,0.0,0.028,0.0,2.0
280.0,28.06,71.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0
296.26,28.08,70.94,0.0,0.0,0.0,0.0,0.0,0.0,2.0
420.94,28.057,70.75,45.536,0.0,0.021,0.0,0.069,0.0,2.0
444.797,28.07,70.8,4.215,0.0,0.01,0.0,0.139,0.0,2.0
462.25,28.07,70.62,0.0,0.0,0.0,0.0,0.0,0.0,2.0
459.823,28.1,70.67,11.572,0.0,0.01,0.0,0.026,0.0,2.0
427.455,28.12,70.74,49.208,0.0,0.0,0.0,0.042,0.0,2.0
372.165,28.135,70.65,196.47,0.0,0.007,0.0,0.014,0.0,2.0
541.17,28.157,70.647,19.086,0.0,0.012,0.0,0.006,0.0,2.0
556.58,28.19,70.56,0.0,0.0,0.0,0.0,0.082,0.0,2.0
538.67,28.215,70.595,39.004,0.0,0.007,0.0,0.021,0.0,2.0
572.837,28.223,70.46,5.704,0.0,0.006,0.0,0.101,0.0,2.0
547.975,28.25,70.6,39.817,0.0,0.014,0.0,0.085,0.0,2.0
572.903,28.28,70.617,11.524,0.0,0.01,0.0,0.032,0.0,2.0
579.49,28.307,70.56,5.82,0.0,0.006,0.0,0.095,0.0,2.0
557.47,28.325,70.53,40.644,0.0,0.007,0.0,0.028,0.0,2.0
563.69,28.353,70.647,30.693,0.0,0.015,0.0,0.155,0.0,2.0
547.89,28.383,70.547,33.186,0.0,0.006,0.0,0.09,0.0,2.0
586.21,28.42,70.54,0.0,0.0,0.0,0.0,0.014,0.0,2.0
586.21,28.427,70.393,0.0,0.0,0.006,0.0,0.023,0.0,2.0
586.21,28.43,70.407,0.0,0.0,0.0,0.0,0.038,0.0,2.0
596.62,28.44,70.33,14.722,0.0,0.0,0.0,0.0,0.0,2.0
571.02,28.437,70.26,45.546,0.0,0.006,0.0,0.142,0.0,2.0
586.21,28.413,70.347,0.0,0.0,0.006,0.0,0.159,0.0,2.0
